yyyy-mm-dd hh:mm:ss.d,orbit_number,source_filename     ,line,column
2023-06-08 13:08:18.759000,29285,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0608t124644-o29285_v01-2023m0609t170152.nc,2174,41
2023-06-09 14:30:47.115000,29300,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0609t140913-o29300_v01-2023m0610t180133.nc,2091,417
2023-06-10 14:11:45.572000,29314,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0610t135011-o29314_v01-2023m0611t165221.nc,2094,358
2023-06-11 13:52:43.429000,29328,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0611t133109-o29328_v01-2023m0612t154051.nc,2105,254
2023-06-12 13:33:42.284000,29342,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0612t131207-o29342_v01-2023m0613t164756.nc,2125,135
2023-06-13 13:14:40.256000,29356,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0613t125305-o29356_v01-2023m0614t154851.nc,2155,58
2023-06-14 12:55:37.992000,29370,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0614t123403-o29370_v01-2023m0617t103639.nc,2192,14
2023-06-14 14:37:08.011000,29371,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0614t141533-o29371_v01-2023m0617t121030.nc,2086,429
2023-06-15 14:18:05.268000,29385,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0615t135631-o29385_v01-2023m0618t153701.nc,2087,382
2023-06-16 13:59:02.764000,29399,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0616t133728-o29399_v01-2023m0619t113415.nc,2096,293
2023-06-17 13:40:00.258000,29413,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0617t131826-o29413_v01-2023m0618t161034.nc,2114,171
2023-06-18 13:20:57.350000,29427,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0618t125923-o29427_v01-2023m0619t165737.nc,2143,78
2023-06-19 13:01:54.961000,29441,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0619t124020-o29441_v01-2023m0620t172334.nc,2178,28
2023-06-19 14:43:23.899000,29442,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0619t142150-o29442_v01-2023m0620t172256.nc,2086,448
2023-06-20 14:24:22.051000,29456,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0620t140247-o29456_v01-2023m0621t184832.nc,2085,401
2023-06-21 14:05:18.942000,29470,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0621t134344-o29470_v01-2023m0622t213554.nc,2091,328
2023-06-22 13:46:15.471000,29484,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0622t132441-o29484_v01-2023m0623t155436.nc,2107,212
2023-06-23 13:27:11.279000,29498,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0623t130537-o29498_v01-2023m0624t171501.nc,2134,104
2023-06-24 13:08:09.006000,29512,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0624t124634-o29512_v01-2023m0625t201043.nc,2167,41
2023-06-25 14:30:34.952000,29527,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0625t140900-o29527_v01-2023m0626t184722.nc,2087,417
2023-06-26 14:11:30.998000,29541,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0626t134956-o29541_v01-2023m0628t135603.nc,2092,358
2023-06-27 13:52:26.925000,29555,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0627t133052-o29555_v01-2023m0629t231627.nc,2105,253
2023-06-28 13:33:22.371000,29569,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0628t131148-o29569_v01-2023m0629t235328.nc,2129,135
2023-06-29 13:14:18.897000,29583,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0629t125244-o29583_v01-2023m0702t105503.nc,2161,57
2023-06-30 12:55:14.940000,29597,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0630t123340-o29597_v01-2023m0703t100717.nc,2200,14
2023-06-30 14:36:44.238000,29598,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0630t141510-o29598_v01-2023m0703t100347.nc,2094,429
2023-07-01 14:17:39.922000,29612,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0701t135605-o29612_v01-2023m0703t011258.nc,2097,382
2023-07-02 13:58:36.085000,29626,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0702t133701-o29626_v01-2023m0705t194824.nc,2107,293
2023-07-03 13:39:30.899000,29640,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0703t131756-o29640_v01-2023m0706t122119.nc,2128,171
2023-07-04 13:20:26.226000,29654,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0704t125852-o29654_v01-2023m0706t191527.nc,2159,78
2023-07-05 14:42:51.092000,29669,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0705t142116-o29669_v01-2023m0706t221007.nc,2103,448
2023-07-06 14:23:46.298000,29683,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0706t140211-o29683_v01-2023m0707t170903.nc,2105,401
2023-07-07 14:04:41.266000,29697,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0707t134306-o29697_v01-2023m0708t180256.nc,2114,328
2023-07-08 13:45:35.753000,29711,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0708t132401-o29711_v01-2023m0709t182506.nc,2132,211
2023-07-09 13:26:30.240000,29725,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0709t130456-o29725_v01-2023m0711t161928.nc,2160,103
2023-07-10 13:07:25.327000,29739,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0710t124551-o29739_v01-2023m0719t150924.nc,2196,41
2023-07-11 14:29:48.832000,29754,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0711t140815-o29754_v01-2023m0719t200532.nc,2118,416
2023-07-12 14:10:44.159000,29768,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0712t134909-o29768_v01-2023m0719t223113.nc,2124,357
2023-07-13 13:51:37.925000,29782,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0713t133003-o29782_v01-2023m0720t011808.nc,2140,252
2023-07-14 13:32:32.251000,29796,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0714t131057-o29796_v01-2023m0720t044737.nc,2165,133
2023-07-15 13:13:25.417000,29810,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0715t125151-o29810_v01-2023m0720t051642.nc,2201,57
2023-07-16 12:54:19.997000,29824,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0716t123245-o29824_v01-2023m0720t111949.nc,2241,13
2023-07-16 14:35:50.016000,29825,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0716t141415-o29825_v01-2023m0720t082718.nc,2133,429
2023-07-17 14:16:44.145000,29839,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0717t135509-o29839_v01-2023m0720t174701.nc,2138,381
2023-07-18 13:57:37.074000,29853,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0718t133602-o29853_v01-2023m0804t062414.nc,2152,291
2023-07-19 13:38:30.482000,29867,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0719t131656-o29867_v01-2023m0804t032149.nc,2174,169
2023-07-20 13:19:24.249000,29881,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0720t125750-o29881_v01-2023m0804t074927.nc,2207,77
2023-07-21 13:00:18.136000,29895,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0721t123843-o29895_v01-2023m0804t080518.nc,2246,27
2023-07-21 14:41:47.315000,29896,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0721t142013-o29896_v01-2023m0804t065612.nc,2153,447
2023-07-22 14:22:40.724000,29910,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0722t140106-o29910_v01-2023m0804t112527.nc,2157,400
2023-07-23 14:03:34.014000,29924,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0723t134159-o29924_v01-2023m0804t124538.nc,2167,327
2023-07-24 13:44:26.944000,29938,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0724t132252-o29938_v01-2023m0804t145029.nc,2187,209
2023-07-25 13:25:19.274000,29952,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0725t130345-o29952_v01-2023m0804t161932.nc,2218,102
2023-07-26 13:06:12.564000,29966,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0726t124438-o29966_v01-2023m0804t175903.nc,2255,40
2023-07-27 14:28:35.074000,29981,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0727t140700-o29981_v01-2023m0804t190416.nc,2178,416
2023-07-28 14:09:28.066000,29995,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0728t134753-o29995_v01-2023m0804t200520.nc,2186,356
2023-07-29 13:50:20.398000,30009,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0729t132846-o30009_v01-2023m0805t000711.nc,2203,250
2023-07-30 13:31:12.969000,30023,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0730t130938-o30023_v01-2023m0805t023044.nc,2230,132
2023-07-31 13:12:05.422000,30037,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0731t125031-o30037_v01-2023m0805t041321.nc,2267,56
2023-08-01 12:52:57.995000,30051,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0801t123123-o30051_v01-2023m0805t021331.nc,2309,12
2023-08-01 14:34:27.294000,30052,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0801t141252-o30052_v01-2023m0805t054958.nc,2202,428
2023-08-02 14:15:20.108000,30066,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0802t135345-o30066_v01-2023m0805t115021.nc,2208,380
2023-08-03 13:56:11.603000,30080,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0803t133437-o30080_v01-2023m0805t053539.nc,2223,290
2023-08-04 13:37:03.940000,30094,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0804t131529-o30094_v01-2023m0806t060348.nc,2247,168
2023-08-05 13:17:55.919000,30108,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0805t125621-o30108_v01-2023m0808t105941.nc,2281,76
2023-08-06 12:58:48.020000,30122,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0806t123713-o30122_v01-2023m0809t104250.nc,2322,27
2023-08-06 14:40:16.959000,30123,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0806t141842-o30123_v01-2023m0809t122122.nc,2229,446
2023-08-10 13:23:43.945000,30179,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0810t130209-o30179_v01-2023m0813t105936.nc,2299,101
2023-08-11 13:04:35.328000,30193,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0811t124300-o30193_v01-2023m0814t105328.nc,2339,39
2023-08-12 14:26:56.130000,30208,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0812t140521-o30208_v01-2023m0815t014639.nc,2263,415
2023-08-13 14:07:46.914000,30222,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0813t134612-o30222_v01-2023m0814t200230.nc,2273,355
2023-08-14 13:48:37.578000,30236,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0814t132704-o30236_v01-2023m0815t185930.nc,2292,249
2023-08-15 13:29:30.124000,30250,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0815t130755-o30250_v01-2023m0818t111248.nc,2319,131
2023-08-16 13:10:20.910000,30264,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0816t124846-o30264_v01-2023m0819t105845.nc,2357,55
2023-08-17 12:51:11.577000,30278,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0817t122937-o30278_v01-2023m0820t103959.nc,2402,11
2023-08-17 14:32:40.997000,30279,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0817t141106-o30279_v01-2023m0820t120800.nc,2294,428
2023-08-18 14:13:32.065000,30293,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0818t135157-o30293_v01-2023m0821t123747.nc,2302,379
2023-08-19 13:54:23.212000,30307,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0819t133248-o30307_v01-2023m0822t115520.nc,2317,288
2023-08-20 13:35:14.119000,30321,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0820t131339-o30321_v01-2023m0822t115640.nc,2343,166
2023-08-21 13:16:03.589000,30335,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0821t125429-o30335_v01-2023m0822t174208.nc,2379,75
2023-08-22 12:56:55.218000,30349,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0822t123520-o30349_v01-2023m0823t160445.nc,2421,26
2023-08-22 14:38:24.158000,30350,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0822t141649-o30350_v01-2023m0823t155645.nc,2327,445
2023-08-23 14:19:14.919000,30364,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0823t135740-o30364_v01-2023m0824t171750.nc,2334,399
2023-08-24 14:00:05.351000,30378,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0824t133830-o30378_v01-2023m0825t233954.nc,2347,323
2023-08-25 13:40:56.145000,30392,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0825t131921-o30392_v01-2023m0828t112157.nc,2369,205
2023-08-26 13:21:45.381000,30406,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0826t130011-o30406_v01-2023m0829t005232.nc,2403,99
2023-08-27 13:02:36.338000,30420,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0827t124102-o30420_v01-2023m0829t042744.nc,2443,39
2023-08-28 14:24:55.596000,30435,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0828t140321-o30435_v01-2023m0829t225137.nc,2368,414
2023-08-29 14:05:46.155000,30449,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0829t134411-o30449_v01-2023m0830t235851.nc,2378,353
2023-08-30 13:46:36.155000,30463,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0830t132501-o30463_v01-2023m0831t182208.nc,2398,246
2023-08-31 13:27:28.999000,30477,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0831t130554-o30477_v01-2023m0905t144537.nc,2428,129
2023-09-01 13:08:22.081000,30491,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0901t124647-o30491_v01-2023m0905t145545.nc,2467,54
2023-09-02 12:49:15.282000,30505,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0902t122741-o30505_v01-2023m0906t144232.nc,2512,11
2023-09-02 14:30:44.583000,30506,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0902t140910-o30506_v01-2023m0907t142908.nc,2404,427
2023-09-03 14:11:38.105000,30520,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0903t135003-o30520_v01-2023m0907t210319.nc,2413,378
2023-09-04 13:52:31.278000,30534,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0904t133056-o30534_v01-2023m0908t143915.nc,2429,287
2023-09-05 13:33:24.125000,30548,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0905t131149-o30548_v01-2023m0909t203555.nc,2456,165
2023-09-06 13:14:17.455000,30562,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0906t125242-o30562_v01-2023m0910t090006.nc,2492,75
2023-09-07 12:55:10.906000,30576,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0907t123335-o30576_v01-2023m0910t155635.nc,2535,26
2023-09-07 14:36:40.207000,30577,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0907t141505-o30577_v01-2023m0910t161051.nc,2440,445
2023-09-08 14:17:33.179000,30591,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0908t135558-o30591_v01-2023m0911t031232.nc,2448,399
2023-09-09 13:58:25.552000,30605,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0909t133650-o30605_v01-2023m0913t122342.nc,2463,324
2023-09-10 13:39:18.526000,30619,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0910t131743-o30619_v01-2023m0913t134914.nc,2485,206
2023-09-11 13:20:10.423000,30633,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0911t125836-o30633_v01-2023m0912t224556.nc,2520,100
2023-09-12 13:01:03.402000,30647,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0912t123929-o30647_v01-2023m0914t135940.nc,2561,39
2023-09-13 14:23:25.325000,30662,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0913t140151-o30662_v01-2023m0919t200250.nc,2487,415
2023-09-14 14:04:18.067000,30676,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0914t134243-o30676_v01-2023m0920t165421.nc,2499,355
2023-09-15 13:45:10.930000,30690,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0915t132336-o30690_v01-2023m0921t095832.nc,2518,249
2023-09-16 13:26:02.833000,30704,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0916t130428-o30704_v01-2023m0921t032726.nc,2549,131
2023-09-17 13:06:55.370000,30718,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0917t124520-o30718_v01-2023m0923t040004.nc,2588,56
2023-09-18 12:47:47.399000,30732,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0918t122613-o30732_v01-2023m0921t151035.nc,2634,12
2023-09-18 14:29:17.182000,30733,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0918t140742-o30733_v01-2023m0924t141913.nc,2527,428
2023-09-19 14:10:09.214000,30747,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0919t134835-o30747_v01-2023m0924t210927.nc,2537,380
2023-09-20 13:51:01.485000,30761,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0920t132927-o30761_v01-2023m0925t213240.nc,2554,289
2023-09-21 13:31:53.517000,30775,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0921t131019-o30775_v01-2023m0925t034542.nc,2581,168
2023-09-22 13:12:46.192000,30789,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0922t125111-o30789_v01-2023m0926t025207.nc,2617,76
2023-09-23 12:53:38.231000,30803,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0923t123203-o30803_v01-2023m0926t042805.nc,2661,27
2023-09-23 14:35:07.534000,30804,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0923t141333-o30804_v01-2023m0925t041711.nc,2568,447
2023-09-24 14:15:59.334000,30818,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0924t135425-o30818_v01-2023m0926t061316.nc,2576,400
2023-09-25 13:56:51.415000,30832,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0925t133517-o30832_v01-2023m0927t014451.nc,2590,326
2023-09-26 13:37:43.337000,30846,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0926t131609-o30846_v01-2023m0929t111700.nc,2614,208
2023-09-27 13:18:35.140000,30860,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0927t125700-o30860_v01-2023m0929t131824.nc,2648,101
2023-09-28 12:59:26.586000,30874,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0928t123752-o30874_v01-2023m0929t181452.nc,2690,40
2023-09-29 14:21:48.415000,30889,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0929t140014-o30889_v01-2023m0930t185520.nc,2617,416
2023-09-30 14:02:40.223000,30903,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0930t134105-o30903_v01-2023m1001t162216.nc,2628,356
2023-10-01 13:43:31.311000,30917,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1001t132157-o30917_v01-2023m1002t185529.nc,2650,251
2023-10-02 13:24:24.080000,30931,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1002t130249-o30931_v01-2023m1003t220753.nc,2679,133
2023-10-03 13:05:15.290000,30945,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1003t124340-o30945_v01-2023m1006t104543.nc,2719,56
2023-10-04 12:46:07.260000,30959,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1004t122432-o30959_v01-2023m1007t034031.nc,2764,13
2023-10-04 14:27:35.724000,30960,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1004t140601-o30960_v01-2023m1007t044940.nc,2659,428
2023-10-05 14:08:28.256000,30974,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1005t134653-o30974_v01-2023m1007t064507.nc,2668,381
2023-10-06 13:49:20.072000,30988,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1006t132745-o30988_v01-2023m1009t112523.nc,2684,291
2023-10-07 13:30:10.929000,31002,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1007t130836-o31002_v01-2023m1010t111334.nc,2712,169
2023-10-08 13:11:02.507000,31016,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1008t124928-o31016_v01-2023m1011t013500.nc,2749,77
2023-10-09 12:51:54.206000,31030,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1009t123019-o31030_v01-2023m1012t103948.nc,2793,27
2023-10-09 14:33:22.671000,31031,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1009t141148-o31031_v01-2023m1012t121037.nc,2701,447
2023-10-10 14:14:15.092000,31045,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1010t135240-o31045_v01-2023m1012t183303.nc,2708,401
2023-10-11 13:55:06.074000,31059,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1011t133331-o31059_v01-2023m1012t200105.nc,2723,327
2023-10-12 13:35:58.017000,31073,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1012t131423-o31073_v01-2023m1016t122314.nc,2746,210
2023-10-13 13:16:49.060000,31087,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1013t125514-o31087_v01-2023m1014t163958.nc,2780,102
2023-10-14 12:57:40.043000,31101,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1014t123605-o31101_v01-2023m1016t150130.nc,2822,41
2023-10-15 14:20:01.407000,31116,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1015t135826-o31116_v01-2023m1017t184631.nc,2748,416
2023-10-16 14:00:52.154000,31130,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1016t133917-o31130_v01-2023m1018t223511.nc,2761,357
2023-10-17 13:41:44.023000,31144,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1017t132009-o31144_v01-2023m1019t001648.nc,2780,252
2023-10-18 13:22:34.652000,31158,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1018t130100-o31158_v01-2023m1021t112554.nc,2812,134
2023-10-19 13:03:26.241000,31172,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1019t124151-o31172_v01-2023m1022t105306.nc,2851,57
2023-10-20 12:44:17.391000,31186,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1020t122243-o31186_v01-2023m1023t102556.nc,2896,13
2023-10-20 14:25:46.336000,31187,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1020t140412-o31187_v01-2023m1023t120346.nc,2790,429
2023-10-21 14:06:38.166000,31201,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1021t134503-o31201_v01-2023m1023t221834.nc,2799,381
2023-10-22 13:47:30.117000,31215,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1022t132555-o31215_v01-2023m1023t182822.nc,2816,292
2023-10-23 13:28:20.588000,31229,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1023t130646-o31229_v01-2023m1025t001602.nc,2843,170
2023-10-24 13:09:12.058000,31243,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1024t124737-o31243_v01-2023m1027t104411.nc,2879,77
2023-10-25 12:50:04.131000,31257,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1025t122829-o31257_v01-2023m1028t102713.nc,2922,28
2023-10-26 14:12:24.310000,31272,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1026t135049-o31272_v01-2023m1029t122133.nc,2838,401
2023-10-27 13:53:15.663000,31286,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1027t133141-o31286_v01-2023m1030t102627.nc,2851,327
2023-10-28 13:34:07.376000,31300,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1028t131232-o31300_v01-2023m1030t133454.nc,2874,210
2023-10-29 13:14:59.210000,31314,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1029t125324-o31314_v01-2023m1030t184852.nc,2907,103
2023-10-30 12:55:50.324000,31328,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1030t123416-o31328_v01-2023m1102t155420.nc,2948,41
2023-10-31 14:18:12.066000,31343,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1031t135636-o31343_v01-2023m1103t133628.nc,2874,416
2023-11-01 13:59:03.183000,31357,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1101t133728-o31357_v01-2023m1103t150533.nc,2885,357
2023-11-02 13:39:55.180000,31371,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1102t131820-o31371_v01-2023m1103t190241.nc,2904,252
2023-11-03 13:20:46.298000,31385,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1103t125911-o31385_v01-2023m1104t184238.nc,2934,134
2023-11-04 13:01:38.496000,31399,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1104t124003-o31399_v01-2023m1105t154900.nc,2972,57
2023-11-05 12:42:30.294000,31413,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1105t122055-o31413_v01-2023m1106t164958.nc,3016,13
2023-11-05 14:23:59.600000,31414,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1105t140224-o31414_v01-2023m1106t170509.nc,2910,429
2023-11-06 14:04:51.077000,31428,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1106t134316-o31428_v01-2023m1110t141733.nc,2919,381
2023-11-07 13:45:43.335000,31442,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1107t132408-o31442_v01-2023m1110t162147.nc,2934,292
2023-11-08 13:26:35.294000,31456,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1108t130500-o31456_v01-2023m1111t100337.nc,2960,170
2023-11-09 13:07:27.253000,31470,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1109t124552-o31470_v01-2023m1112t094831.nc,2995,77
2023-11-10 12:48:18.496000,31484,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1110t122644-o31484_v01-2023m1113t092957.nc,3038,28
2023-11-10 14:29:49.002000,31485,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1110t140813-o31485_v01-2023m1113t110300.nc,2943,447
2023-11-11 14:10:41.204000,31499,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1111t134905-o31499_v01-2023m1114t005638.nc,2950,401
2023-11-12 13:51:32.327000,31513,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1112t132958-o31513_v01-2023m1114t014244.nc,2963,327
2023-11-13 13:32:24.412000,31527,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1113t131050-o31527_v01-2023m1115t202823.nc,2985,210
2023-11-14 13:13:17.095000,31541,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1114t125142-o31541_v01-2023m1115t223152.nc,3016,102
2023-11-15 12:54:09.420000,31555,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1115t123235-o31555_v01-2023m1116t231226.nc,3056,40
