yyyy-mm-dd hh:mm:ss.d,orbit_number,source_filename     ,line,column
2023-05-22 18:31:24.136000,29047,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0522t180949-o29047_v01-2023m0524t081758.nc,2354,427
2023-05-23 16:30:54.979000,29060,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0523t160920-o29060_v01-2023m0524t174133.nc,2479,0
2023-05-23 18:12:24.997000,29061,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0523t175050-o29061_v01-2023m0524t175330.nc,2350,385
2023-05-24 17:53:25.578000,29075,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0524t173151-o29075_v01-2023m0525t182140.nc,2353,310
2023-05-25 17:34:25.238000,29089,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0525t171251-o29089_v01-2023m0608t094501.nc,2366,204
2023-05-26 17:15:26.039000,29103,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0526t165351-o29103_v01-2023m0608t104130.nc,2386,109
2023-05-27 16:56:25.818000,29117,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0527t163452-o29117_v01-2023m0608t132407.nc,2416,50
2023-05-27 18:37:56.916000,29118,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0527t181622-o29118_v01-2023m0608t132445.nc,2337,442
2023-05-28 16:37:26.316000,29131,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0528t161552-o29131_v01-2023m0608t102537.nc,2449,14
2023-05-28 18:18:56.334000,29132,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0528t175722-o29132_v01-2023m0608t102558.nc,2333,401
2023-05-29 17:59:56.592000,29146,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0529t173822-o29146_v01-2023m0608t140807.nc,2334,339
2023-05-30 17:40:55.971000,29160,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0530t171921-o29160_v01-2023m0608t143132.nc,2344,241
2023-05-31 17:21:55.870000,29174,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0531t170021-o29174_v01-2023m0608t150959.nc,2362,137
2023-06-01 17:02:54.328000,29188,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0601t164121-o29188_v01-2023m0608t155015.nc,2391,66
2023-06-02 16:43:54.347000,29202,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0602t162220-o29202_v01-2023m0608t163251.nc,2424,26
2023-06-02 18:25:24.365000,29203,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0602t180350-o29203_v01-2023m0608t151222.nc,2320,415
2023-06-03 18:06:23.903000,29217,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0603t174449-o29217_v01-2023m0608t160335.nc,2319,364
2023-06-04 17:47:22.720000,29231,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0604t172549-o29231_v01-2023m0608t174708.nc,2327,277
2023-06-05 17:28:21.416000,29245,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0605t170648-o29245_v01-2023m0608t180436.nc,2344,169
2023-06-06 17:09:20.353000,29259,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0606t164746-o29259_v01-2023m0608t185232.nc,2369,86
2023-06-07 16:50:20.250000,29273,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0607t162845-o29273_v01-2023m0608t193255.nc,2400,37
2023-06-07 18:31:49.998000,29274,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0607t181015-o29274_v01-2023m0608t194336.nc,2310,426
2023-06-08 16:31:18.316000,29287,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0608t160944-o29287_v01-2023m0609t170735.nc,2438,0
2023-06-08 18:12:48.335000,29288,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0608t175114-o29288_v01-2023m0609t171227.nc,2309,385
2023-06-09 17:53:46.671000,29302,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0609t173212-o29302_v01-2023m0610t173421.nc,2314,310
2023-06-10 17:34:45.009000,29316,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0610t171310-o29316_v01-2023m0611t172249.nc,2328,204
2023-06-11 17:15:42.746000,29330,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0611t165409-o29330_v01-2023m0612t155700.nc,2352,109
2023-06-12 16:56:41.600000,29344,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0612t163507-o29344_v01-2023m0613t164754.nc,2382,50
2023-06-12 18:38:10.538000,29345,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0612t181637-o29345_v01-2023m0613t164756.nc,2306,442
2023-06-13 16:37:39.813000,29358,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0613t161605-o29358_v01-2023m0614t160331.nc,2418,14
2023-06-13 18:19:09.352000,29359,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0613t175735-o29359_v01-2023m0614t160450.nc,2302,401
2023-06-14 18:00:06.967000,29373,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0614t173832-o29373_v01-2023m0617t154303.nc,2306,339
2023-06-15 17:41:04.704000,29387,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0615t171930-o29387_v01-2023m0618t152511.nc,2318,241
2023-06-16 17:22:01.481000,29401,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0616t170028-o29401_v01-2023m0619t150052.nc,2340,137
2023-06-17 17:03:00.055000,29415,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0617t164125-o29415_v01-2023m0618t162441.nc,2368,66
2023-06-18 16:43:57.267000,29429,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0618t162222-o29429_v01-2023m0619t171825.nc,2404,26
2023-06-18 18:25:27.045000,29430,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0618t180352-o29430_v01-2023m0619t171831.nc,2300,415
2023-06-19 18:06:24.175000,29444,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0619t174449-o29444_v01-2023m0620t174308.nc,2302,364
2023-06-20 17:47:21.247000,29458,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0620t172546-o29458_v01-2023m0621t184358.nc,2312,277
2023-06-21 17:28:18.259000,29472,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0621t170643-o29472_v01-2023m0622t214549.nc,2330,169
2023-06-22 17:09:14.787000,29486,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0622t164740-o29486_v01-2023m0623t164503.nc,2358,86
2023-06-23 16:50:12.155000,29500,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0623t162837-o29500_v01-2023m0624t164758.nc,2392,37
2023-06-23 18:31:41.092000,29501,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0623t181006-o29501_v01-2023m0624t164550.nc,2303,426
2023-06-24 16:31:08.083000,29514,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0624t160933-o29514_v01-2023m0625t203438.nc,2431,0
2023-06-24 18:12:38.100000,29515,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0624t175103-o29515_v01-2023m0625t200553.nc,2302,384
2023-06-25 17:53:34.147000,29529,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0625t173159-o29529_v01-2023m0626t184345.nc,2310,310
2023-06-26 17:34:30.313000,29543,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0626t171255-o29543_v01-2023m0628t135429.nc,2327,204
2023-06-27 17:15:26.240000,29557,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0627t165352-o29557_v01-2023m0629t233508.nc,2352,109
2023-06-28 16:56:22.407000,29571,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0628t163448-o29571_v01-2023m0630t001043.nc,2385,50
2023-06-28 18:37:51.944000,29572,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0628t181617-o29572_v01-2023m0630t002504.nc,2309,442
2023-06-29 16:37:18.453000,29585,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0629t161543-o29585_v01-2023m0702t141132.nc,2424,14
2023-06-29 18:18:47.390000,29586,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0629t175713-o29586_v01-2023m0702t160413.nc,2308,401
2023-06-30 17:59:44.034000,29600,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0630t173809-o29600_v01-2023m0703t100722.nc,2313,339
2023-07-01 17:40:39.237000,29614,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0701t171905-o29614_v01-2023m0703t005411.nc,2327,240
2023-07-02 17:21:35.040000,29628,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0702t170000-o29628_v01-2023m0705t152806.nc,2350,136
2023-07-03 17:02:30.095000,29642,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0703t164055-o29642_v01-2023m0706t143832.nc,2382,66
2023-07-04 16:43:25.422000,29656,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0704t162151-o29656_v01-2023m0706t191333.nc,2420,26
2023-07-04 18:24:54.360000,29657,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0704t180320-o29657_v01-2023m0706t191324.nc,2318,415
2023-07-05 18:05:50.408000,29671,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0705t174416-o29671_v01-2023m0706t223044.nc,2320,363
2023-07-06 17:46:44.774000,29685,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0706t172511-o29685_v01-2023m0707t170622.nc,2333,276
2023-07-07 17:27:40.102000,29699,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0707t170605-o29699_v01-2023m0708t180149.nc,2353,168
2023-07-08 17:08:34.949000,29713,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0708t164700-o29713_v01-2023m0709t183948.nc,2383,85
2023-07-09 16:49:30.036000,29727,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0709t162755-o29727_v01-2023m0711t164853.nc,2419,37
2023-07-09 18:30:59.214000,29728,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0709t180925-o29728_v01-2023m0711t171258.nc,2329,426
2023-07-10 18:11:53.901000,29742,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0710t175019-o29742_v01-2023m0719t163238.nc,2332,384
2023-07-11 17:52:48.868000,29756,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0711t173114-o29756_v01-2023m0719t204512.nc,2341,309
2023-07-12 17:33:43.115000,29770,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0712t171208-o29770_v01-2023m0719t225408.nc,2359,203
2023-07-13 17:14:37.241000,29784,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0713t165302-o29784_v01-2023m0720t013223.nc,2387,108
2023-07-14 16:55:30.967000,29798,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0714t163356-o29798_v01-2023m0720t045934.nc,2423,50
2023-07-14 18:37:00.984000,29799,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0714t181526-o29799_v01-2023m0720t051358.nc,2345,441
2023-07-15 16:36:25.214000,29812,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0715t161450-o29812_v01-2023m0720t063714.nc,2463,13
2023-07-15 18:17:54.391000,29813,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0715t175620-o29813_v01-2023m0720t014223.nc,2347,401
2023-07-16 17:58:48.492000,29827,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0716t173714-o29827_v01-2023m0720t082848.nc,2354,338
2023-07-17 17:39:42.981000,29841,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0717t171808-o29841_v01-2023m0720t182642.nc,2369,239
2023-07-18 17:20:36.030000,29855,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0718t165901-o29855_v01-2023m0804t065845.nc,2395,136
2023-07-19 17:01:29.558000,29869,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0719t163955-o29869_v01-2023m0804t042533.nc,2429,65
2023-07-20 16:42:23.205000,29883,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0720t162049-o29883_v01-2023m0804t071304.nc,2469,26
2023-07-20 18:23:52.502000,29884,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0720t180218-o29884_v01-2023m0804t074641.nc,2365,414
2023-07-21 18:04:46.030000,29898,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0721t174312-o29898_v01-2023m0804t104158.nc,2371,363
2023-07-22 17:45:38.599000,29912,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0722t172405-o29912_v01-2023m0804t114024.nc,2385,275
2023-07-23 17:26:32.370000,29926,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0723t170458-o29926_v01-2023m0804t130251.nc,2407,167
2023-07-24 17:07:25.901000,29940,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0724t164551-o29940_v01-2023m0804t152503.nc,2438,84
2023-07-25 16:48:18.951000,29954,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0725t162644-o29954_v01-2023m0804t163354.nc,2477,36
2023-07-25 18:29:48.248000,29955,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0725t180814-o29955_v01-2023m0804t165138.nc,2386,426
2023-07-26 18:10:41.219000,29969,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0726t174906-o29969_v01-2023m0804t180633.nc,2390,383
2023-07-27 17:51:34.271000,29983,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0727t172959-o29983_v01-2023m0804t192026.nc,2402,308
2023-07-28 17:32:25.943000,29997,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0728t171052-o29997_v01-2023m0804t192127.nc,2423,202
2023-07-29 17:13:19.114000,30011,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0729t165144-o30011_v01-2023m0805t010249.nc,2451,107
2023-07-30 16:54:12.166000,30025,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0730t163237-o30025_v01-2023m0805t010857.nc,2488,49
2023-07-30 18:35:41.104000,30026,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0730t181406-o30026_v01-2023m0805t010518.nc,2411,440
2023-07-31 16:35:04.379000,30039,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0731t161329-o30039_v01-2023m0805t050015.nc,2530,13
2023-07-31 18:16:33.317000,30040,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0731t175459-o30040_v01-2023m0805t051753.nc,2414,400
2023-08-01 17:57:26.010000,30054,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0801t173551-o30054_v01-2023m0805t060828.nc,2423,337
2023-08-02 17:38:18.345000,30068,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0802t171643-o30068_v01-2023m0805t152041.nc,2440,238
2023-08-03 17:19:10.320000,30082,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0803t165736-o30082_v01-2023m0805t070510.nc,2467,134
2023-08-04 17:00:01.818000,30096,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0804t163828-o30096_v01-2023m0806t050708.nc,2503,65
2023-08-05 16:40:53.797000,30110,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0805t161920-o30110_v01-2023m0808t141501.nc,2544,26
2023-08-05 18:22:23.576000,30111,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0805t180049-o30111_v01-2023m0808t160142.nc,2440,414
2023-08-06 18:03:16.037000,30125,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0806t174141-o30125_v01-2023m0809t130143.nc,2447,362
2023-08-10 16:46:42.184000,30181,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0810t162508-o30181_v01-2023m0813t142034.nc,2560,36
2023-08-10 18:28:11.362000,30182,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0810t180637-o30182_v01-2023m0813t160645.nc,2469,425
2023-08-11 18:09:03.105000,30196,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0811t174728-o30196_v01-2023m0814t155007.nc,2474,382
2023-08-12 17:49:54.489000,30210,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0812t172820-o30210_v01-2023m0815t012801.nc,2487,306
2023-08-13 17:30:45.512000,30224,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0813t170911-o30224_v01-2023m0814t201232.nc,2509,200
2023-08-14 17:11:37.217000,30238,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0814t165002-o30238_v01-2023m0815t192145.nc,2539,106
2023-08-15 16:52:28.003000,30252,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0815t163053-o30252_v01-2023m0818t142735.nc,2578,48
2023-08-15 18:33:58.021000,30253,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0815t181223-o30253_v01-2023m0818t161157.nc,2499,440
2023-08-16 16:33:18.309000,30266,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0816t161144-o30266_v01-2023m0819t141542.nc,2623,12
2023-08-16 18:14:48.328000,30267,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0816t175314-o30267_v01-2023m0819t154819.nc,2504,399
2023-08-17 17:55:39.475000,30281,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0817t173405-o30281_v01-2023m0820t153405.nc,2515,335
2023-08-18 17:36:30.303000,30295,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0818t171456-o30295_v01-2023m0821t151644.nc,2534,236
2023-08-19 17:17:21.331000,30309,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0819t165546-o30309_v01-2023m0822t145122.nc,2562,133
2023-08-20 16:58:11.998000,30323,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0820t163637-o30323_v01-2023m0822t120854.nc,2599,64
2023-08-21 16:39:02.908000,30337,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0821t161728-o30337_v01-2023m0822t175759.nc,2641,25
2023-08-21 18:20:32.087000,30338,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0821t175857-o30338_v01-2023m0822t171739.nc,2536,413
2023-08-22 18:01:22.877000,30352,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0822t173948-o30352_v01-2023m0823t163036.nc,2545,360
2023-08-23 17:42:13.278000,30366,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0823t172038-o30366_v01-2023m0824t175535.nc,2561,271
2023-08-24 17:23:03.951000,30380,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0824t170129-o30380_v01-2023m0825t235031.nc,2587,163
2023-08-25 17:03:54.025000,30394,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0825t164219-o30394_v01-2023m0828t150315.nc,2621,82
2023-08-26 16:44:43.621000,30408,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0826t162310-o30408_v01-2023m0829t002929.nc,2664,35
2023-08-26 18:26:14,30409,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0826t180439-o30409_v01-2023m0829t004817.nc,2571,425
2023-08-27 18:07:04.118000,30423,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0827t174529-o30423_v01-2023m0829t153320.nc,2578,381
2023-08-28 17:47:54.195000,30437,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0828t172619-o30437_v01-2023m0829t230254.nc,2592,304
2023-08-29 17:28:44.395000,30451,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0829t170710-o30451_v01-2023m0831t001145.nc,2615,198
2023-08-30 17:09:34.396000,30465,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0830t164800-o30465_v01-2023m0831t180226.nc,2647,104
2023-08-31 16:50:27.840000,30479,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0831t162853-o30479_v01-2023m0901t185031.nc,2686,48
2023-08-31 18:31:56.300000,30480,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0831t181022-o30480_v01-2023m0901t185203.nc,2609,439
2023-09-01 16:31:21.042000,30493,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0901t160946-o30493_v01-2023m0905t203243.nc,2731,11
2023-09-02 17:53:43.264000,30508,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0902t173209-o30508_v01-2023m0907t144636.nc,2625,334
2023-09-03 17:34:39.706000,30522,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0903t171302-o30522_v01-2023m0908t081740.nc,2641,235
2023-09-04 17:15:30,30536,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0904t165355-o30536_v01-2023m0908t145740.nc,2674,132
2023-09-05 16:56:23.327000,30550,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0905t163448-o30550_v01-2023m0909t205200.nc,2711,63
2023-09-06 16:37:15.697000,30564,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0906t161541-o30564_v01-2023m0910t090904.nc,2755,25
2023-09-06 18:18:45.478000,30565,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0906t175711-o30565_v01-2023m0910t145046.nc,2650,413
2023-09-07 17:59:39.170000,30579,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0907t173804-o30579_v01-2023m0910t210013.nc,2659,360
2023-09-08 17:40:31.421000,30593,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0908t171856-o30593_v01-2023m0911t033727.nc,2677,272
2023-09-09 17:21:23.914000,30607,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0909t165949-o30607_v01-2023m0913t123738.nc,2703,164
2023-09-10 17:02:17.129000,30621,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0910t164042-o30621_v01-2023m0913t140629.nc,2738,83
2023-09-11 16:43:09.386000,30635,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0911t162135-o30635_v01-2023m0912t225456.nc,2780,36
2023-09-11 18:24:39.167000,30636,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0911t180304-o30636_v01-2023m0912t222232.nc,2689,425
2023-09-12 18:05:32.147000,30650,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0912t174357-o30650_v01-2023m0914t144513.nc,2696,382
2023-09-13 17:46:24.048000,30664,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0913t172449-o30664_v01-2023m0920t144147.nc,2712,306
2023-09-14 17:27:16.550000,30678,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0914t170542-o30678_v01-2023m0920t204514.nc,2735,200
2023-09-15 17:08:09.293000,30692,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0915t164634-o30692_v01-2023m0921t201441.nc,2767,106
2023-09-16 16:49:01.438000,30706,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0916t162727-o30706_v01-2023m0921t203347.nc,2808,49
2023-09-16 18:30:31.220000,30707,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0916t180856-o30707_v01-2023m0923t025545.nc,2729,440
2023-09-17 16:29:54.095000,30720,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0917t160819-o30720_v01-2023m0923t035534.nc,2853,12
2023-09-17 18:11:24.117000,30721,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0917t174949-o30721_v01-2023m0921t044737.nc,2735,400
2023-09-18 17:52:15.547000,30735,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0918t173041-o30735_v01-2023m0921t153728.nc,2748,336
2023-09-19 17:33:08.059000,30749,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0919t171133-o30749_v01-2023m0925t211324.nc,2768,237
2023-09-20 17:13:59.610000,30763,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0920t165226-o30763_v01-2023m0925t090353.nc,2799,134
2023-09-21 16:54:52.282000,30777,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0921t163318-o30777_v01-2023m0925t034145.nc,2836,65
2023-09-22 16:35:43.838000,30791,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0922t161410-o30791_v01-2023m0925t041435.nc,2881,26
2023-09-22 18:17:14.100000,30792,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0922t175539-o30792_v01-2023m0925t043336.nc,2776,414
2023-09-23 17:58:06.260000,30806,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0923t173631-o30806_v01-2023m0926t044954.nc,2786,362
2023-09-24 17:38:58.300000,30820,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0924t171723-o30820_v01-2023m0926t063317.nc,2804,274
2023-09-25 17:19:49.901000,30834,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0925t165815-o30834_v01-2023m0927t014637.nc,2831,166
2023-09-26 17:00:41.224000,30848,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0926t163907-o30848_v01-2023m0929t113717.nc,2867,84
2023-09-27 16:41:34.227000,30862,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0927t161959-o30862_v01-2023m0929t133322.nc,2908,36
2023-09-27 18:23:03.530000,30863,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0927t180129-o30863_v01-2023m0929t133319.nc,2818,426
2023-09-28 18:03:54.616000,30877,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0928t174220-o30877_v01-2023m0929t184716.nc,2827,383
2023-09-29 17:44:47.383000,30891,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0929t172312-o30891_v01-2023m0930t190943.nc,2840,308
2023-09-30 17:25:38.951000,30905,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0930t170404-o30905_v01-2023m1001t163846.nc,2864,202
2023-10-01 17:06:30.399000,30919,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1001t164456-o30919_v01-2023m1002t192841.nc,2897,107
2023-10-02 16:47:22.327000,30933,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1002t162547-o30933_v01-2023m1003t180631.nc,2937,49
2023-10-02 18:28:51.631000,30934,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1002t180717-o30934_v01-2023m1003t180758.nc,2861,441
2023-10-03 16:28:14.257000,30947,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1003t160639-o30947_v01-2023m1006t141420.nc,2983,13
2023-10-03 18:09:42.720000,30948,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1003t174809-o30948_v01-2023m1006t154754.nc,2867,400
2023-10-04 17:50:34.931000,30962,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1004t172900-o30962_v01-2023m1007t041055.nc,2879,337
2023-10-05 17:31:26.385000,30976,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1005t170952-o30976_v01-2023m1007t071536.nc,2900,239
2023-10-06 17:12:18.320000,30990,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1006t165043-o30990_v01-2023m1009t145737.nc,2929,135
2023-10-07 16:53:09.538000,31004,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1007t163135-o31004_v01-2023m1010t143224.nc,2968,65
2023-10-08 16:34:01.116000,31018,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1008t161226-o31018_v01-2023m1011t014224.nc,3012,26
2023-10-08 18:15:30.540000,31019,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1008t175356-o31019_v01-2023m1011t014407.nc,2908,415
2023-10-09 17:56:22.240000,31033,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1009t173447-o31033_v01-2023m1012t153900.nc,2918,363
2023-10-10 17:37:14.061000,31047,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m1010t171539-o31047_v01-2023m1012t184933.nc,2935,275
